,party_rk,date_time,story_id,category,event,food recommendation,like travelling,recommend_destination,investment interest
55,87212,2019-12-01 10:40:21,3840,39,like,0,0,,0
56,11995,2019-12-01 10:57:17,3780,71,like,0,0,,0
57,11995,2019-12-01 10:51:48,3857,39,like,0,0,,0
58,55721,2019-12-01 11:00:32,3840,39,like,0,0,,0
59,87324,2019-12-23 15:39:51,4031,39,like,0,0,,0
60,80469,2019-12-20 10:17:26,3978,81,dislike,0,0,,0
61,10195,2019-12-23 15:20:10,4031,39,favorite,0,0,,0
62,10195,2019-12-23 15:20:09,4031,39,like,0,0,,0
63,91823,2019-12-23 16:08:09,4029,29,like,0,0,,0
64,28490,2019-12-23 16:07:28,4031,39,like,0,0,,0
65,22163,2019-12-18 10:28:42,3978,81,like,0,0,,0
66,68333,2019-12-16 14:30:48,3268,51,dislike,0,0,,0
67,19082,2019-12-27 13:33:11,3930,16,dislike,0,0,,0
68,18381,2019-12-21 11:15:22,3832,57,favorite,0,0,,0
69,18381,2019-12-21 11:15:24,3832,57,like,0,0,,0
70,46470,2019-12-12 10:07:48,3932,39,favorite,0,0,,0
71,87324,2019-12-10 12:21:02,3921,16,like,0,0,,0
72,36169,2019-12-10 12:46:30,3921,16,favorite,0,0,,0
73,88336,2019-12-10 13:14:31,3921,16,dislike,0,0,,0
74,13638,2019-12-20 13:15:03,4003,39,like,0,0,,0
75,56464,2019-12-11 11:59:42,3923,15,favorite,0,0,,1
76,19043,2019-12-11 12:49:16,3936,71,favorite,0,0,,0
77,19043,2019-12-11 12:49:58,3923,15,favorite,0,0,,1
78,41890,2019-12-05 13:54:15,3884,39,favorite,0,0,,0
79,41890,2019-12-05 13:54:14,3884,39,dislike,0,0,,0
80,39706,2019-12-27 11:23:02,4084,39,like,0,0,,0
81,61223,2019-12-05 16:11:23,3883,39,like,0,0,,0
82,46954,2019-12-05 16:27:48,3883,39,favorite,0,0,,0
83,54067,2019-12-05 16:25:29,3883,39,dislike,0,0,,0
84,61223,2019-12-03 20:29:38,3861,39,like,0,0,,0
85,58798,2019-12-03 20:30:59,3861,39,like,0,0,,0
86,61223,2019-12-03 20:33:16,3849,33,like,0,0,,0
87,88304,2019-12-01 15:19:45,3840,39,like,0,0,,0
88,33836,2019-12-01 15:31:52,3840,39,favorite,0,0,,0
89,33836,2019-12-01 15:31:45,3840,39,favorite,0,0,,0
90,18703,2019-12-01 15:44:04,3846,39,dislike,0,0,,0
91,7361,2019-12-01 15:44:18,3838,44,like,0,0,,0
92,58464,2019-12-01 15:48:11,3802,39,like,0,0,,0
93,37728,2019-12-01 15:49:01,3840,39,favorite,0,0,,0
94,87096,2019-12-01 15:54:17,3840,39,like,0,0,,0
95,21439,2019-12-01 16:35:47,3846,39,like,0,0,,0
96,33952,2019-12-01 16:50:07,2512,43,favorite,0,0,,0
97,22907,2019-12-27 11:51:00,4084,39,like,0,0,,0
98,44508,2019-12-27 12:54:08,4084,39,favorite,0,0,,0
99,6746,2019-12-27 12:53:09,4084,39,favorite,0,0,,0
100,11775,2019-12-27 12:56:34,4084,39,favorite,0,0,,0
101,18706,2019-12-24 13:19:27,4046,39,favorite,0,0,,0
102,49436,2019-12-05 12:56:12,3847,81,favorite,0,0,,0
103,13531,2019-12-05 13:22:31,1342,68,like,0,0,,0
104,79511,2019-12-01 12:26:44,3840,39,favorite,0,0,,0
105,68519,2019-12-01 12:38:59,3840,39,like,0,0,,0
106,78379,2019-12-01 12:37:22,3840,39,favorite,0,0,,0
107,31024,2019-12-01 12:38:59,3846,39,like,0,0,,0
108,8644,2019-12-01 12:59:39,3846,39,like,0,0,,0
109,68988,2019-12-03 19:28:05,3840,39,favorite,0,0,,0
110,19043,2019-12-11 12:49:55,3923,15,like,0,0,,1
111,43644,2019-12-21 15:23:11,3978,81,like,0,0,,0
112,88224,2019-12-21 16:41:08,2399,46,favorite,0,0,,0
113,75698,2019-12-21 16:42:55,4009,39,like,0,0,,0
114,29229,2019-12-16 13:44:09,3854,81,dislike,0,0,,0
115,87324,2019-12-16 14:20:12,3966,81,like,0,0,,0
116,72817,2019-12-16 14:22:01,3912,78,like,0,0,,0
117,14538,2019-12-26 11:50:30,3930,16,dislike,0,0,,0
118,90252,2019-12-03 21:43:33,2121,81,like,0,0,,0
119,87056,2019-12-16 18:13:56,3854,81,like,0,0,,0
120,58068,2019-12-16 19:09:15,3754,71,like,0,0,,0
121,51635,2019-12-28 10:56:56,4051,81,dislike,0,0,,0
122,87324,2019-12-11 12:17:52,3922,39,like,0,0,,0
123,19043,2019-12-11 12:49:15,3936,71,like,0,0,,0
124,90825,2019-12-18 12:11:46,3991,39,like,0,0,,0
125,67477,2019-12-18 12:29:56,3978,81,dislike,0,0,,0
126,66623,2019-12-18 13:02:19,3978,81,like,0,0,,0
127,61315,2019-12-18 13:03:17,3035,2,14],0,0,,0
128,22161,2019-12-18 13:32:04,3991,39,favorite,0,0,,0
129,61223,2019-12-06 12:24:24,2092,13,like,0,0,,0
130,4942,2019-12-06 12:36:40,3840,39,like,0,0,,0
131,18709,2019-12-06 12:44:41,3729,15,favorite,0,0,,0
132,6070,2019-12-27 14:22:16,4084,39,like,0,0,,0
133,46727,2019-12-27 16:16:19,4075,44,favorite,0,0,,0
134,79498,2019-12-27 16:54:02,3279,81,favorite,0,0,,1
135,79498,2019-12-27 16:55:30,4097,71,favorite,0,0,,0
136,73577,2019-11-15 14:42:36,1342,68,dislike,0,0,,0
137,75987,2019-11-15 15:18:51,3739,81,dislike,0,0,,0
138,1375,2019-12-30 03:18:56,3847,81,favorite,0,0,,0
139,71282,2019-11-15 16:45:05,3739,81,dislike,0,0,,0
140,74436,2019-12-01 11:10:59,3840,39,like,0,0,,0
141,80267,2019-12-01 11:29:08,3840,39,like,0,0,,0
142,52751,2019-12-22 12:21:40,4016,51,favorite,0,0,,0
143,13299,2019-12-22 13:15:07,3943,71,like,0,0,,0
144,11995,2019-12-25 11:45:38,4053,39,like,0,0,,0
145,87324,2019-12-25 11:56:15,4053,39,like,0,0,,0
146,11995,2019-12-25 11:45:49,4028,78,like,0,0,,0
147,30141,2019-12-11 14:21:04,3922,39,like,0,0,,0
148,50581,2019-12-11 15:27:06,2467,43,dislike,0,0,,0
149,88817,2019-12-16 11:07:28,3931,49,favorite,0,0,,0
150,49855,2019-12-16 13:24:38,3847,81,like,0,0,,0
151,84347,2019-12-23 18:55:59,4031,39,like,0,0,,0
152,61223,2019-12-23 20:44:03,4039,44,like,0,0,,0
153,47427,2019-12-20 08:14:59,3978,81,dislike,0,0,,0
154,3645,2019-12-20 09:22:14,4019,43,like,0,0,,0
155,87972,2019-12-20 10:21:49,3978,81,like,0,0,,0
156,11460,2019-11-15 14:06:11,3738,71,favorite,0,0,,0
157,53129,2019-11-15 15:02:38,1342,68,dislike,0,0,,0
158,27622,2019-11-15 15:02:14,2872,26,favorite,0,0,,0
159,74436,2019-12-02 19:26:03,3858,39,like,0,0,,0
160,31024,2019-12-02 20:01:13,3134,15,like,0,0,,0
161,46738,2019-12-02 21:55:34,3840,39,like,0,0,,0
162,48152,2019-12-02 21:59:59,3858,39,like,0,0,,0
163,11369,2019-10-07 15:23:26,3510,81,like,0,0,,0
164,87324,2019-12-16 09:14:50,3923,15,like,0,0,,1
165,16110,2019-12-16 10:11:46,3494,2,14],0,0,,0
166,87324,2019-12-16 11:02:47,3974,39,like,0,0,,0
167,88817,2019-12-16 11:06:07,3945,81,favorite,0,0,,0
168,87212,2019-12-01 10:40:22,3840,39,favorite,0,0,,0
169,50360,2019-12-29 09:06:04,4041,50,favorite,0,0,,0
170,33962,2019-12-29 09:08:06,3116,16,favorite,0,0,,0
171,13146,2019-12-29 10:27:15,1949,81,favorite,0,0,,0
172,7750,2019-12-24 17:49:44,4034,43,favorite,0,0,,0
173,56437,2019-12-24 18:45:28,4048,39,like,0,0,,0
174,35692,2019-12-24 19:50:45,3978,81,dislike,0,0,,0
175,33695,2019-12-27 18:24:27,3831,43,like,0,0,,0
176,44423,2019-12-27 19:01:24,4084,39,like,0,0,,0
177,31024,2019-12-01 08:37:31,3627,20,like,0,0,,0
178,22161,2019-12-01 09:25:47,3838,44,favorite,0,0,,0
179,46727,2019-12-13 11:35:08,2204,43,favorite,0,0,,0
180,58464,2019-12-01 15:46:02,3840,39,like,0,0,,0
181,10195,2019-12-01 16:23:45,3840,39,like,0,0,,0
182,8414,2019-12-01 16:25:06,3857,39,like,0,0,,0
183,10195,2019-12-01 16:23:53,3846,39,like,0,0,,0
184,10195,2019-12-01 16:23:46,3840,39,favorite,0,0,,0
185,76760,2019-12-01 16:29:12,3840,39,like,0,0,,0
186,36864,2019-12-01 16:29:40,3836,81,like,0,0,,0
187,1814,2019-12-05 18:43:07,3845,49,dislike,0,0,,0
188,6365,2019-12-05 18:57:25,1342,68,like,0,0,,0
189,77187,2019-12-05 19:54:36,3883,39,favorite,0,0,,0
190,19499,2019-12-24 14:45:35,2544,46,favorite,0,0,,0
191,34650,2019-12-30 11:48:38,4101,39,like,0,0,,0
192,34650,2019-12-30 11:48:48,4077,43,like,0,0,,0
193,15016,2019-12-30 12:19:40,4101,39,dislike,0,0,,0
194,37890,2019-12-17 14:05:59,3144,81,dislike,0,0,,0
195,51980,2019-12-18 12:56:27,3989,39,like,0,0,,0
196,21841,2019-12-18 13:32:43,3978,81,like,0,0,,0
197,1908,2019-12-31 13:22:03,4120,39,like,0,0,,0
198,87324,2019-12-15 11:25:54,3964,39,like,0,0,,0
199,55721,2019-12-15 11:57:06,3924,78,like,0,0,,0
200,50321,2019-12-06 11:55:17,3739,81,like,0,0,,0
201,21812,2019-12-06 12:25:25,3847,81,favorite,0,0,,0
202,87324,2019-12-10 09:05:30,3853,15,like,0,0,,0
203,79498,2019-12-10 09:25:04,3205,81,favorite,0,0,,0
204,8319,2019-12-01 14:16:06,3857,39,like,0,0,,0
205,82097,2019-12-01 14:36:05,2227,52,favorite,0,0,,0
206,49235,2019-12-01 14:42:15,3310,81,favorite,0,0,,1
207,33719,2019-12-01 14:51:21,3571,15,favorite,0,0,,0
208,79099,2019-12-01 15:01:56,3119,16,favorite,0,0,,0
209,32762,2019-12-20 13:51:19,3978,81,like,0,0,,0
210,56464,2019-12-20 14:55:09,4021,15,favorite,0,0,,0
211,32820,2019-12-26 12:30:34,3930,16,like,0,0,,0
212,21421,2019-12-30 15:28:45,4096,29,favorite,0,0,,0
213,61223,2019-12-01 13:25:14,3840,39,like,0,0,,0
214,81677,2019-12-01 14:08:08,3857,39,like,0,0,,0
215,78040,2019-10-09 16:03:25,3528,78,like,0,0,,0
216,36419,2019-10-09 16:54:09,3520,44,like,0,0,,0
217,2463,2019-12-25 15:18:17,3033,2,14],0,0,,0
218,87324,2019-12-07 13:34:22,2525,52,like,0,0,,0
219,87324,2019-12-07 13:34:24,3844,71,like,0,0,,0
220,87324,2019-12-07 13:34:28,2468,73,like,0,1,Танзания,0
221,12192,2019-12-17 19:56:53,3790,43,like,0,0,,0
222,56222,2019-12-17 20:25:52,3978,81,like,0,0,,0
223,58379,2019-12-17 20:33:01,3978,81,like,0,0,,0
224,56464,2019-12-17 13:23:53,2623,26,favorite,0,0,,0
225,45131,2019-12-17 14:20:58,3835,81,dislike,0,0,,0
226,72426,2019-12-12 21:11:46,3940,39,favorite,0,0,,0
227,6218,2019-12-24 08:55:33,3930,16,dislike,0,0,,0
228,75342,2019-12-01 10:53:30,3840,39,like,0,0,,0
229,11995,2019-12-01 11:00:26,3840,39,like,0,0,,0
230,89567,2019-11-15 15:58:05,1342,68,like,0,0,,0
231,9110,2019-11-15 17:08:41,3739,81,like,0,0,,0
232,36915,2019-11-15 17:35:43,3365,51,like,0,0,,0
233,6292,2019-11-15 18:05:54,3473,15,like,0,0,,1
234,22161,2019-12-30 12:21:17,4101,39,favorite,0,0,,0
235,41734,2019-12-30 12:35:17,4101,39,favorite,0,0,,0
236,41491,2019-12-30 13:22:36,4078,43,favorite,0,0,,0
237,3645,2019-09-26 21:17:45,3448,71,dislike,0,0,,0
238,3645,2019-09-26 21:18:03,3426,55,like,0,0,,0
239,19043,2019-09-26 21:25:52,3448,71,like,0,0,,0
240,51635,2019-12-17 11:04:01,3977,39,dislike,0,0,,0
241,47331,2019-12-22 14:25:16,2235,81,favorite,0,0,,0
242,21034,2019-12-11 15:31:00,3844,71,favorite,0,0,,0
243,5737,2019-12-11 15:57:42,3924,78,like,0,0,,0
244,75479,2019-12-11 16:24:24,3930,16,like,0,0,,0
245,28796,2019-12-18 16:36:33,3925,81,like,0,0,,0
246,55240,2019-12-29 13:52:56,4083,39,favorite,0,0,,0
247,87324,2019-12-28 11:26:07,4086,39,like,0,0,,0
248,11995,2019-12-01 10:54:13,3833,61,like,0,0,,0
249,11995,2019-12-01 10:58:14,3511,73,like,0,0,,0
250,72841,2019-12-01 11:33:26,3840,39,favorite,0,0,,0
251,90518,2019-12-01 11:38:55,3857,39,like,0,0,,0
252,90905,2019-12-01 11:56:30,2356,45,176,0,0,,0
253,23246,2019-12-01 12:02:14,3840,39,like,0,0,,0
254,23246,2019-12-01 12:02:24,3846,39,like,0,0,,0
255,56025,2019-12-01 12:10:49,3840,39,like,0,0,,0
256,22658,2019-12-01 12:11:58,3840,39,like,0,0,,0
257,86992,2019-12-16 19:17:20,3840,39,favorite,0,0,,0
258,40682,2019-12-12 09:56:18,3360,81,like,0,0,,0
259,40682,2019-12-12 09:56:08,3930,16,like,0,0,,0
260,22161,2019-12-01 09:24:48,3691,53,favorite,0,0,,0
261,81713,2019-12-01 10:20:03,3840,39,like,0,0,,0
262,56437,2019-12-24 18:45:37,4048,39,favorite,0,0,,0
263,3645,2019-12-24 18:52:51,4039,44,like,0,0,,0
264,3645,2019-12-24 18:52:30,4046,39,dislike,0,0,,0
265,68519,2019-12-06 16:45:29,3886,39,like,0,0,,0
266,26510,2019-09-26 20:54:19,3363,51,favorite,0,0,,0
267,3645,2019-09-26 21:16:45,3431,44,like,0,0,,0
268,3645,2019-09-26 21:18:03,3426,55,dislike,0,0,,0
269,6218,2019-12-24 08:55:32,3930,16,favorite,0,0,,0
270,31307,2019-12-23 20:20:31,4031,39,favorite,0,0,,0
271,61223,2019-12-23 20:44:07,4039,44,like,0,0,,0
272,62161,2019-12-19 12:07:52,3978,81,dislike,0,0,,0
273,57881,2019-12-19 12:50:30,3978,81,like,0,0,,0
274,56464,2019-12-19 13:15:10,3998,51,favorite,0,0,,0
275,16274,2019-11-15 14:10:30,3753,33,favorite,0,0,,0
276,40156,2019-11-15 14:34:52,3744,49,like,0,0,,0
277,83982,2019-11-15 14:59:41,1342,68,like,0,0,,0
278,87324,2019-12-25 09:54:39,4028,78,like,0,0,,0
279,80620,2019-12-25 10:44:29,3561,81,dislike,0,0,,0
280,41078,2019-12-01 13:51:52,3857,39,like,0,0,,0
281,27812,2019-12-01 13:53:58,3840,39,like,0,0,,0
282,54179,2019-12-01 14:48:25,3840,39,like,0,0,,0
283,34650,2019-12-11 11:23:01,3922,39,like,0,0,,0
284,10843,2019-12-05 14:39:05,3571,15,favorite,0,0,,0
285,70513,2019-12-05 15:19:55,3786,71,like,0,0,,0
286,76067,2019-12-05 15:49:05,3849,33,favorite,0,0,,0
287,61223,2019-12-05 16:11:25,1342,68,like,0,0,,0
288,46954,2019-12-05 16:27:47,3883,39,like,0,0,,0
289,64707,2019-12-01 12:19:05,3840,39,like,0,0,,0
290,87571,2019-12-01 12:22:22,3840,39,like,0,0,,0
291,45497,2019-12-01 12:22:04,3857,39,like,0,0,,0
292,78379,2019-12-01 12:37:10,3840,39,like,0,0,,0
293,68519,2019-12-01 12:39:00,3857,39,like,0,0,,0
294,40695,2019-12-01 12:32:03,3840,39,like,0,0,,0
295,34650,2019-12-11 11:23:15,3924,78,like,0,0,,0
296,87324,2019-12-11 12:20:22,2947,16,like,0,0,,0
297,87324,2019-12-11 12:20:48,2227,52,like,0,0,,0
298,44508,2019-12-20 11:01:45,3648,81,favorite,0,0,,0
299,46549,2019-12-20 11:28:35,4023,81,favorite,0,0,,0
300,27690,2019-12-04 10:56:23,3866,71,favorite,0,0,,0
301,14443,2019-12-16 09:28:15,1949,81,like,0,0,,0
302,13638,2019-12-16 11:50:16,3974,39,like,0,0,,0
303,63587,2019-12-25 09:18:15,3847,81,favorite,0,0,,0
304,27690,2019-12-05 11:56:56,3847,81,favorite,0,0,,0
305,41379,2019-12-02 22:27:14,3840,39,dislike,0,0,,0
306,49634,2019-12-02 22:34:34,2809,73,like,0,0,,0
307,49634,2019-12-02 22:34:35,2809,73,favorite,0,0,,0
308,61223,2019-10-17 19:28:11,3548,81,like,0,0,,0
309,61223,2019-10-17 19:28:57,3249,71,like,0,0,,0
310,10195,2019-12-12 08:12:51,3930,16,like,0,0,,0
311,46954,2019-12-12 08:18:04,1342,68,like,0,0,,0
312,37743,2019-12-01 08:10:48,2930,68,like,0,0,,0
313,22161,2019-12-01 09:25:49,3838,44,like,0,0,,0
314,1964,2019-12-03 19:18:28,2955,15,favorite,0,0,,0
315,52751,2019-12-22 12:21:49,3513,49,favorite,0,0,,0
316,27695,2019-12-29 11:45:05,4081,39,favorite,0,0,,0
317,27695,2019-12-29 11:45:09,4081,39,like,0,0,,0
318,44423,2019-12-19 13:09:22,3776,78,like,0,0,,0
319,44423,2019-12-19 13:09:37,3494,2,14],0,0,,0
320,13638,2019-12-19 14:28:10,3992,39,like,0,0,,0
321,52998,2019-12-09 12:51:28,3864,49,like,0,0,,0
322,14312,2019-12-27 16:30:46,2702,73,favorite,0,0,,0
323,26731,2019-12-27 17:02:45,1342,68,like,0,0,,0
324,28923,2019-12-27 17:07:39,3119,16,like,0,0,,0
325,21421,2019-12-27 18:07:38,2212,52,favorite,0,0,,0
326,40394,2019-12-28 13:31:54,3930,16,like,0,0,,0
327,32473,2019-12-25 12:27:30,3959,71,favorite,0,0,,0
328,61619,2019-12-25 12:26:27,3978,81,dislike,0,0,,0
329,32473,2019-12-25 12:27:23,2525,52,favorite,0,0,,0
330,69542,2019-10-25 07:05:47,3625,76,favorite,0,0,,0
331,17466,2019-12-04 16:25:50,2284,53,favorite,0,0,,0
332,93247,2019-12-19 16:48:48,3835,81,dislike,0,0,,0
333,24314,2019-12-19 17:51:54,3477,15,favorite,0,0,,0
334,12248,2019-12-19 18:41:46,3952,50,favorite,0,0,,0
335,34650,2019-12-19 19:00:58,3992,39,like,0,0,,0
336,79498,2019-12-19 19:26:50,4021,15,favorite,0,0,,0
337,44796,2019-12-04 18:58:00,3739,81,like,0,0,,0
338,308,2019-12-04 19:24:24,3780,71,like,0,0,,0
339,61223,2019-12-04 20:13:12,3885,44,like,0,0,,0
340,61223,2019-12-04 20:12:31,3871,39,like,0,0,,0
341,87324,2019-12-17 07:49:43,2404,15,like,0,0,,1
342,12469,2019-12-17 10:10:54,3854,81,like,0,0,,0
343,70574,2019-12-19 12:03:47,4013,44,favorite,0,0,,0
344,34650,2019-12-27 12:17:23,4084,39,like,0,0,,0
345,8780,2019-12-27 12:27:40,4084,39,like,0,0,,0
346,8780,2019-12-27 12:29:13,4084,39,favorite,0,0,,0
347,90827,2019-12-13 19:32:45,2397,15,like,0,0,,1
348,86406,2019-12-13 19:37:03,3033,2,14],0,0,,0
349,63966,2019-09-26 09:16:40,3407,29,like,0,0,,0
350,21792,2019-12-18 10:14:05,3978,81,dislike,0,0,,0
351,51980,2019-12-18 11:01:30,3978,81,like,0,0,,0
352,56464,2019-12-07 00:49:01,2409,73,favorite,0,1,Новая Зеландия,0
353,76796,2019-12-07 08:55:51,3886,39,favorite,0,0,,0
354,64313,2019-12-04 11:47:19,3120,16,favorite,0,0,,0
355,75703,2019-12-04 11:54:01,3075,81,favorite,0,0,,0
356,64313,2019-12-04 11:47:56,3849,33,like,0,0,,0
357,24914,2019-12-20 13:36:09,3928,73,favorite,0,0,,0
358,32762,2019-12-20 13:51:15,3978,81,dislike,0,0,,0
359,83811,2019-12-17 20:28:49,3978,81,like,0,0,,0
360,54187,2019-12-17 21:30:59,3978,81,dislike,0,0,,0
361,21460,2019-12-19 16:09:16,3992,39,favorite,0,0,,0
362,10195,2019-12-27 08:34:37,4022,73,like,0,0,,0
363,90994,2019-12-19 17:04:32,3978,81,like,0,0,,0
364,80267,2019-12-01 20:49:30,3857,39,like,0,0,,0
365,55606,2019-12-01 21:17:42,3837,51,favorite,0,0,,0
366,48152,2019-12-01 21:45:47,3840,39,like,0,0,,0
367,1592,2019-12-01 21:54:08,3846,39,dislike,0,0,,0
368,19043,2019-12-03 14:28:39,3513,49,like,0,0,,0
369,29353,2019-12-03 18:05:19,3861,39,like,0,0,,0
370,87633,2019-12-02 19:20:49,3858,39,like,0,0,,0
371,50156,2019-12-02 20:38:52,3840,39,like,0,0,,0
372,1814,2019-12-05 18:43:17,3845,49,like,0,0,,0
373,22520,2019-12-05 18:52:18,3864,49,favorite,0,0,,0
374,40156,2019-12-26 16:16:01,4044,50,like,0,0,,0
375,25159,2019-12-26 19:23:56,4045,51,favorite,1,0,,0
376,31594,2019-12-26 19:37:12,4044,50,like,0,0,,0
377,34650,2019-12-14 12:59:04,3961,39,like,0,0,,0
378,13638,2019-12-14 14:30:54,3961,39,like,0,0,,0
379,40695,2019-10-24 09:06:57,3584,29,favorite,0,0,,0
380,3252,2019-12-07 12:09:22,3033,2,14],0,0,,0
381,5683,2019-12-07 13:04:09,3739,81,dislike,0,0,,0
382,87324,2019-12-07 13:33:55,3912,78,like,0,0,,0
383,52998,2019-12-07 14:15:39,3774,49,like,0,0,,0
384,90048,2019-12-12 16:26:20,3939,15,like,0,0,,1
385,46954,2019-12-02 19:41:08,3858,39,like,0,0,,0
386,76733,2019-12-02 19:43:23,3840,39,favorite,0,0,,0
387,55759,2019-12-02 21:02:00,3840,39,like,0,0,,0
388,84772,2019-12-29 14:09:41,4083,39,favorite,0,0,,0
389,56699,2019-12-29 15:39:52,4083,39,like,0,0,,0
390,54589,2019-12-21 15:11:47,3978,81,like,0,0,,0
391,21682,2019-12-21 15:59:12,3930,16,like,0,0,,0
392,6365,2019-12-31 12:28:54,4120,39,like,0,0,,0
393,61223,2019-12-31 14:41:01,4120,39,like,0,0,,0
394,89820,2019-12-18 15:26:06,3921,16,like,0,0,,0
395,46957,2019-12-18 15:37:04,3978,81,like,0,0,,0
396,9693,2019-12-22 02:01:12,3930,16,like,0,0,,0
397,39506,2019-12-22 08:10:49,3930,16,dislike,0,0,,0
398,3252,2019-12-16 22:19:31,2809,73,like,0,0,,0
399,3252,2019-12-16 22:20:27,3365,51,like,0,0,,0
400,49905,2019-12-22 11:14:40,3930,16,dislike,0,0,,0
401,44423,2019-12-22 11:36:23,4005,39,like,0,0,,0
402,48065,2019-09-27 18:41:09,2070,10,177,0,0,,0
403,83752,2019-09-27 18:50:42,2383,9,dislike,0,0,,0
404,50860,2019-09-27 20:41:43,3445,50,favorite,0,0,,0
405,87324,2019-12-20 15:34:16,4003,39,like,0,0,,0
406,56867,2019-09-27 09:57:32,3449,51,favorite,0,0,,0
407,83460,2019-09-27 11:11:11,3402,60,164,0,0,,0
408,86030,2019-09-27 11:26:08,3432,81,favorite,0,0,,0
409,44020,2019-12-03 15:38:51,3346,78,favorite,0,0,,0
410,39814,2019-12-25 20:21:54,4041,50,favorite,0,0,,0
411,21445,2019-11-16 02:51:34,2990,26,favorite,0,0,,0
412,56134,2019-11-16 07:37:07,3739,81,like,0,0,,0
413,61223,2019-11-16 08:54:42,3750,44,like,0,0,,0
414,61223,2019-11-16 08:53:51,3758,29,like,0,0,,0
415,61223,2019-11-16 08:52:26,3746,55,like,0,0,,0
416,61223,2019-11-16 08:52:27,3746,55,favorite,0,0,,0
417,48792,2019-12-31 11:41:50,4120,39,like,0,0,,0
418,9790,2019-12-23 14:26:48,4002,49,like,0,0,,0
419,9790,2019-12-23 14:26:56,3117,15,like,0,0,,1
420,9790,2019-12-23 14:26:50,4002,49,favorite,0,0,,0
421,9790,2019-12-23 14:26:57,3117,15,favorite,0,0,,1
422,86477,2019-12-17 13:23:58,2544,46,favorite,0,0,,0
423,45131,2019-12-17 14:20:57,3835,81,like,0,0,,0
